name,user rating,user review,is_valid,negative,neutral,positive,compound
Conclave,2.5,"Well acted, decently well shot, staggeringly unengaging. I see the vision of other users on this site highlighting how juicy and petty the infighting is in this movie, and I fully think it should have leaned into a more lighthearted tone. The election of a new pope feels inconsequential in this despite the movie's consistent, suffocating attempts to paint it as The Most Important Event In The History Of Mankind. Nowhere is this more evident than with the unbearable score; it's hard to imagine its composer having ever watched the movie he was working on. It's this exact tonal disconnect, this attempt to feel weighty and significant, that makes the film ultimately reek of disposability. I liked it better than Berger's previous film.",True,0.048,0.815,0.137,0.883
Bo Burnham: The Inside Outtakes,4.0,"Well, well, look who's inside again.",True,0.0,0.488,0.512,0.4939
The Ridiculous 6,1.0,Well. At least Huell was in this,True,0.0,0.741,0.259,0.2732
Bāhubali: The Beginning,3.5,"What a great movie, I sure hope it doesn't have an unengaging hour-long flashback sequence at the end",True,0.0,0.617,0.383,0.8519
Jojo Rabbit,5.0,"'What did they do?'
'What they could.'
I sobbed all the way through the credits. I couldn't even begin to compose myself. I was absolutely shaken to my core. And once I was able to find my footing and exit the theater, the first thing I did was buy a ticket to see it again.
Jojo Rabbit is a story of overcoming blind fanaticism and indoctrination, showcasing that monsters aren't born; they're made. They're manipulated. The transition Waititi's Adolf Hitler goes through over the course of the movie, from quirky companion to the furious, foaming-at-the-mouth espouser of hatred we know him as, illustrates the inner turmoil Jojo experiences as he grows to defy his twisted 'conscience'.
This is supported immensely by the fact that Roman Griffin Davis is an absolute star in the making. He nails every single comedic beat and dramatic moment with equal mastery. The performances are exceptionally great across the board, with Thomasin McKenzie and Scarlett Johansson being the two strongest supporting players. Both work wonders in their roles (and tragically share the screen too infrequently), providing Jojo with a more optimistic view on life than the twisted version he was taught.
The buffoonery of the Nazis is a point of contention among many reviewers, and their disdain for this aspect of the film is not unwarranted. However, I thought they were sufficiently portrayed as evil fanatics and that the jokes at their expense were accordingly funny. The comedy mostly worked for me; for every joke or visual gag that didn't land, there were five more that made me chortle both times I watched the film.
But shockingly, the sheer dramatic heft of the movie was its strongest attribute. I can't remember a film that moved me to tears to the same extent as this one. Jojo simply was an innocent boy indoctrinated into a worldview of hatred; he didn't deserve to be, and the rift between he and his mother was palpable and raw. Then we got to THAT scene, which has already cemented itself as one of my favorites in all of cinema.
Visuals, motifs, lines of dialogue, etc. are expertly reincorporated over the course of the movie, but nothing holds a candle to the magnificence of the ending, which is a strong contender for being my all-time favorite. Equal parts quirky, brilliant, and beautiful, it left me laughing and sobbing simultaneously, all while I came to the realization that no one else could have done what Taika did with this film. This is the masterpiece he was destined to make.
To summarize, Jojo Rabbit isn't a movie about the Holocaust. It isn't about the many atrocities committed by the Nazi party. It is simply about one little boy's journey to reject evil and allow love to triumph over hatred. This is what it chooses to be, and this is how I'm judging it. And to say it succeeds would be an understatement. It's the kind of movie that I'm never going to forget as long as I live; something so ludicrous, and yet, so unflinchingly honest.",True,0.092,0.75,0.158,0.9923
Rollergator,1.0,What if Channel Awesome made movies during the 90's,True,0.0,0.661,0.339,0.6249
UHF,3.0,What if we kissed at Spatula City 🥺 👉👈,True,0.0,0.86,0.14,0.3818
Gordy,2.0,When you realize you aren't as Gordypilled as your friends 😔,True,0.0,0.694,0.306,0.5267
Despicable Me 2,2.5,Where is Vector? Is he safe? Is he alright?,True,0.0,0.563,0.437,0.6641
Baby Assassins: Nice Days,4.5,"WHERE THE HELL DID THIS ONE COME FROM? Right from the get-go it's easy to tell what a staggering directorial improvement this is over the first two, on top of having an actual consistent story with genuinely high stakes and danger, without sacrificing the quirky charm of our two protagonists. The best of the trilogy by far; the other two are cute and fun, but for a series that's basically 'John Wick meets iCarly', I'm glad we finally got an installment that took more from the former instead of the latter.",True,0.051,0.776,0.172,0.8619
Rocketman,3.0,"While BoRap was one straight line of quality, this film is one of soaring highs and dull lows. Anytime it goes into a musical sequence, it's enthralling with amazing filmmaking and performances. Anytime it isn't, it's...kind of dull? There's some good drama towards the end but for the most part I was just kinda waiting for the next musical number the whole time.
Still better than BoRap",True,0.043,0.787,0.17,0.8166
Ace Attorney,3.0,"While extremely faithful to the original game in terms of its tone, look, and storyline, I feel like the most of the game's character work was lost in translation. The condensed time spent with these characters means the loss of some great character arcs for Phoenix, Maya, Edgeworth, and Gumshoe. I feel like I barely know who these people are, since the plot is always the focal point of the film and there's little time to breathe.
Coming fresh off the game, I followed the plot well enough but I feel like there are so many details that just aren't explained particularly well, plus a lot of drawn-out sequences. The direction and cinematography were solid but could have veered a little further into the bizarre. Ultimately, it was cool to see the characters in live-action, but I feel like Ace Attorney would be better suited for a miniseries than a regular film. Still, an above-average attempt.",True,0.05,0.791,0.159,0.9469
From Up on Poppy Hill,4.0,Whoever played the accordion for this movie's score had the time of their lives,True,0.0,0.844,0.156,0.34
Under the Helmet: The Legacy of Boba Fett,3.0,'Why did Boba Fett become so popular? It was a accident',True,0.197,0.573,0.23,0.1321
Spirit: Stallion of the Cimarron,4.0,"Why does nobody talk about this one it's SO GOOD
...ok the Matt Damon narration and pop songs really bite but THE REST OF IT IS SO GOOD",True,0.0,0.7,0.3,0.9209
The Star,1.0,Why does the baby Jesus in this movie look like the Boss Baby,True,0.0,0.828,0.172,0.3612
Shark Tale,5.0,"Why haven't I reviewed this yet? Best movie of all time for sure. Like, I deadass have no idea what score I would legitimately give this movie because I derive so much ironic enjoyment from it.
It's ok, a lot of white fish can't review movies.",True,0.07,0.704,0.226,0.8716
The Green Knight,3.5,"'Why is he green, do you think?'
Oh my God, Lady, you can't just ask people why they're green",True,0.0,0.896,0.104,0.2732
The Mitchells vs. the Machines,4.0,WHY IS SONY PICTURES ANIMATION SO GOOD AT MAKING MOVIES NOW,True,0.0,0.728,0.272,0.5777
Six-String Samurai,3.0,Why that kid look like Jake Lloyd tho,True,0.0,0.737,0.263,0.3612
Eternal Sunshine of the Spotless Mind,4.5,Wish I could erase this film from my mind just so I can watch it for the first time all over again,True,0.0,0.886,0.114,0.4019
The Tale of The Princess Kaguya,5.0,"With you, Sutemaru, I might have been happy.
Absurd that Isao Takahata's name does not carry the same level of reverence and awe from the general populace as Hayao Miyazaki's. I suppose it comes down to his masterpieces being fewer in number and far less marketable. Regardless, this is the ethereal, untouchable magnum opus of an artist at the pinnacle of his career. The best animated film I have ever seen in my entire life, and quite frankly, it isn't close.",True,0.0,0.858,0.142,0.9136
Evil Dead II,4.5,Would've been more epic if Ash said 'Well that just happened!' at some point,True,0.0,0.845,0.155,0.3382
PERSONA3 THE MOVIE #1 Spring of Birth,3.0,Wow Junpei is tolerable now,True,0.0,0.513,0.487,0.5859
PERSONA3 THE MOVIE #2 Midsummer Knight’s Dream,3.5,Wow Ken is compelling now,True,0.0,0.345,0.655,0.6908
PERSONA3 THE MOVIE #3 Falling Down,4.0,Wow Makoto and Ryoji are gay now,True,0.0,0.612,0.388,0.5859
The Jungle Book 2,2.5,Wow that sure was the first movie again,True,0.0,0.496,0.504,0.7269
PERSONA3 THE MOVIE #4 Winter of Rebirth,4.5,Wow video game movies can actually be phenomenal and adapt their source material perfectly while capturing the intricate and powerful emotions present in the original story now,True,0.0,0.599,0.401,0.9287
Kung Fu Panda,4.5,"Wtf why this movie so damn good? It's absolutely stunning from an animation perspective and delivers a story with a surprising amount of emotional heft. Incredible fight scenes, great characters, striking colors, the works. One of the best DreamWorks movies by far",True,0.166,0.536,0.298,0.7993
How to Train Your Dragon,4.5,"Wtf why this movie so damn good? It's perfectly paced, incredibly powerful, striking from an animation perspective (save for a poorly rendered character here and there). Why did I never like this as a kid? It's the best DreamWorks movie of 2010, the year that also gave us Megamind and Shrek 4. HOW DO YOU MANAGE THAT OUTPUT OF QUALITY IN THE SAME YEAR. SHARK TALE HAS NO EXCUSE ANYMORE",True,0.143,0.657,0.2,0.7988
Cloudy with a Chance of Meatballs 2,3.5,Y'all are really mean to this movie it's cute 😭 I'm gonna go play some Bugsnax now,True,0.127,0.653,0.22,0.3182
Pom Poko,3.0,Y'all gonna kill me for this but I liked Over the Hedge better,True,0.14,0.49,0.37,0.6908
Little Italy,5.0,Yeah I'm giving it 5 stars again keep scrolling,True,0.0,0.603,0.397,0.5574
Whiplash,5.0,"Yep, still the best movie I've ever seen.
#TerenceFletcherIsOverParty",True,0.0,0.522,0.478,0.7506
Dune,4.5,"Yes yes YESSSSSSSSSS
Denis Villeneuve has this way of bypassing my absurdly short attention span in a way no other filmmaker can. Every scene he shoots is so compelling through its presentation and atmosphere that its overall relevance to the larger story is a moot point. I was glued to my seat during the entirety of what was arguably 2 and a half hours of setup. But when the setup is this rich and nuanced and thoroughly engrossing, how can I complain?
Definitely feels like the second part will be the more interesting story (idk tho I've never touched the book), and with a foundation this strong, I'm going to be in sheer agony waiting for the sequel. Blade Runner 2049 is still my favorite Villeneuve film but this is a close second. Fucking hell, this movie slaps.",True,0.109,0.71,0.181,0.9265
